type,line of code,function,label
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L431,Cloud-CV__EvalAI/get_count,count challenges
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L461,Cloud-CV__EvalAI/get_challenge_title,retrieve challenge title
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L464,Cloud-CV__EvalAI/get_challenge_host_team_name,retrieve host team name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L467,Cloud-CV__EvalAI/get_user_details,retrieve user details
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L520,Cloud-CV__EvalAI/get_challenge_id,retrieve challenge id
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L523,Cloud-CV__EvalAI/get_leaderboard_decimal_precision,retrieve leaderboard precision
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L526,Cloud-CV__EvalAI/get_is_leaderboard_order_descending,check leaderboard order
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/challenges/serializers.py#L529,Cloud-CV__EvalAI/get_leaderboard,retrieve leaderboard metrics
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/hosts/serializers.py#L60,Cloud-CV__EvalAI/validate_email,check email validity
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/hosts/serializers.py#L90,Cloud-CV__EvalAI/get_members,retrieve challenge hosts
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/models.py#L28,Cloud-CV__EvalAI/skip_saving_file,save input file
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/models.py#L35,Cloud-CV__EvalAI/save_file,save input file
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L83,Cloud-CV__EvalAI/get_participant_team_name,retrieve team name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L86,Cloud-CV__EvalAI/get_execution_time,retrieve execution time
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L109,Cloud-CV__EvalAI/get_participant_team_name,retrieve team name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L112,Cloud-CV__EvalAI/get_leaderboard_schema,retrieve leaderboard schema
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L159,Cloud-CV__EvalAI/get_participant_team,retrieve team name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L162,Cloud-CV__EvalAI/get_challenge_phase,retrieve challenge phase
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L165,Cloud-CV__EvalAI/get_created_by,retrieve creator username
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L168,Cloud-CV__EvalAI/get_participant_team_members_email_ids,retrieve participant emails
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L185,Cloud-CV__EvalAI/get_created_at,retrieve creation date
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L188,Cloud-CV__EvalAI/get_participant_team_members,retrieve team members
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L205,Cloud-CV__EvalAI/get_participant_team_members_affiliations,retrieve participant affiliations
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/jobs/serializers.py#L271,Cloud-CV__EvalAI/get_limits,retrieve limits
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L45,Cloud-CV__EvalAI/validate_email,check email validity
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L85,Cloud-CV__EvalAI/get_member_name,retrieve username
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L88,Cloud-CV__EvalAI/get_first_name,retrieve first name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L91,Cloud-CV__EvalAI/get_last_name,retrieve last name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L94,Cloud-CV__EvalAI/get_email,retrieve email
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L97,Cloud-CV__EvalAI/get_profile,retrieve user profile
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L115,Cloud-CV__EvalAI/get_members,retrieve challenge hosts
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L151,Cloud-CV__EvalAI/get_datetime_now,retrieve time
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L182,Cloud-CV__EvalAI/get_team_name,retrieve team name
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L185,Cloud-CV__EvalAI/get_team_members,retrieve team members
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/serializers.py#L202,Cloud-CV__EvalAI/get_team_members_email_ids,retrieve email addresses
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/participants/utils.py#L16,Cloud-CV__EvalAI/has_participant_team_participated_in_challenge,check team participation
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/web/views.py#L32,Cloud-CV__EvalAI/page_not_found,render 404 error page
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/apps/web/views.py#L38,Cloud-CV__EvalAI/internal_server_error,render error page
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/middleware/metrics/metrics_middleware.py#L24,Cloud-CV__EvalAI/process_request,set request timestamp
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/middleware/metrics/metrics_middleware.py#L27,Cloud-CV__EvalAI/process_response,update metrics
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/middleware/metrics/metrics_middleware.py#L56,Cloud-CV__EvalAI/process_exception,log exception details
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/middleware/statsd/statsd_middleware.py#L13,Cloud-CV__EvalAI/process_request,set request timestamp
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/middleware/statsd/statsd_middleware.py#L24,Cloud-CV__EvalAI/process_response,update metrics
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/evalai_interface.py#L142,Cloud-CV__EvalAI/get_challenges_submission_metrics,retrieve submission metrics
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/seed.py#L514,Cloud-CV__EvalAI/run,seed database
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/code_upload_submission_worker.py#L503,Cloud-CV__EvalAI/get_running_jobs,retrieve running jobs
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/remote_submission_worker.py#L97,Cloud-CV__EvalAI/alarm_handler,raise exception
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/submission_worker.py#L143,Cloud-CV__EvalAI/alarm_handler,raise exception
api,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/submission_worker.py#L774,Cloud-CV__EvalAI/process_add_challenge_message,retrieve and process challenge data
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/manage.py#L5,,execute django command
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/evalai/celery.py#L17,,configure celery
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_cancel_submissions.py#L64,,cancel stale submissions
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_scale_ec2_workers.py#L142,,manage ec2 instances
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_scale_eks_nodes.py#L290,,unimplemented function
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_scale_workers.py#L137,,scale workers
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/auto_stop_workers.py#L118,,manage challenge workers
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/monitoring/monitor_containers.py#L150,,check container status
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/code_upload_submission_worker.py#L864,,process submission jobs
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/remote_submission_worker.py#L621,,process submission
cli,https://github.com/Cloud-CV/EvalAI/blob/8d1444f233a84f57b4a6b3db2bc7503da4cc7194/scripts/workers/submission_worker.py#L987,,process submission messages
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L94,Cloud-CV__evalai-cli/ongoing,display active challenges
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L105,Cloud-CV__evalai-cli/past,list challenges
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L116,Cloud-CV__evalai-cli/future,list upcoming challenges
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L181,Cloud-CV__evalai-cli/splits,display phase splits
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L206,Cloud-CV__evalai-cli/participate,accept challenge
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L236,Cloud-CV__evalai-cli/submit,upload submission files
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/teams.py#L37,Cloud-CV__evalai-cli/create,create team
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/utils/common.py#L31,Cloud-CV__evalai-cli/convert,parse date
api,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/utils/common.py#L147,Cloud-CV__evalai-cli/generate_random_string,generate random string
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/challenges.py#L430,data\repos\Cloud-CV__evalai-cli/phase,display phase details
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L51,data\repos\Cloud-CV__evalai-cli/challenges,list challenges
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L52,data\repos\Cloud-CV__evalai-cli/challenge,display challenge details
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L53,data\repos\Cloud-CV__evalai-cli/download_file,download file
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L54,data\repos\Cloud-CV__evalai-cli/host,configure host url
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L55,data\repos\Cloud-CV__evalai-cli/push,push image
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L56,data\repos\Cloud-CV__evalai-cli/set_token,set token
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L57,data\repos\Cloud-CV__evalai-cli/submission,display submission details
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L58,data\repos\Cloud-CV__evalai-cli/teams,list teams
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L59,data\repos\Cloud-CV__evalai-cli/get_token,get token
click,https://github.com/Cloud-CV/evalai-cli/blob/6426f26a9add307841665215e795d4dca86ee362/evalai/main.py#L60,data\repos\Cloud-CV__evalai-cli/login,login user
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-guardrails-backend/opik_guardrails/api/routes.py#L16,comet-ml__opik/handle_validation_error,log validation error
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-guardrails-backend/opik_guardrails/api/routes.py#L24,comet-ml__opik/handle_generic_exception,log error
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-guardrails-backend/opik_guardrails/api/routes.py#L30,comet-ml__opik/validate_combined,validate inputs
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-guardrails-backend/opik_guardrails/api/routes.py#L67,comet-ml__opik/health,return health status
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-guardrails-backend/scripts/benchmark.py#L175,comet-ml__opik/compare_concurrency_levels,compare performance metrics
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/evaluator.py#L30,comet-ml__opik/bad_request,generate error response
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/evaluator.py#L34,comet-ml__opik/internal_server_error,generate error response
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/evaluator.py#L38,comet-ml__opik/execute_evaluator_python,execute code and return scores
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/healthcheck.py#L6,comet-ml__opik/health,return health status
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/post_user_signup.py#L14,comet-ml__opik/bad_request,generate error response
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/apps/opik-python-backend/src/opik_backend/post_user_signup.py#L19,comet-ml__opik/internal_server_error,generate error response
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/benchmark_monitor.py#L88,comet-ml__opik/save_progress,save optimization data
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/external_optimizers.py#L77,comet-ml__opik/forward,invoke program
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/external_optimizers.py#L121,comet-ml__opik/forward,invoke program
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/benchmarks/run_benchmark.py#L1959,comet-ml__opik/print_summary,display results
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/cache_config.py#L21,comet-ml__opik/clear_cache,clear cache
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/mipro_optimizer/mipro_optimizer.py#L398,comet-ml__opik/load_from_checkpoint,load module
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/optimization_config/mappers.py#L39,comet-ml__opik/from_agent_output,map output value
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/utils.py#L18,comet-ml__opik/format_prompt,format prompt
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/utils.py#L38,comet-ml__opik/validate_prompt,check prompt validity
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/utils.py#L68,comet-ml__opik/get_random_seed,generate random seed
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/opik_optimizer/src/opik_optimizer/utils.py#L79,comet-ml__opik/random_chars,generate random characters
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/python/src/opik/api_objects/dataset/dataset.py#L285,comet-ml__opik/insert_from_json,insert data
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/python/src/opik/api_objects/dataset/dataset.py#L309,comet-ml__opik/read_jsonl_from_file,read and insert data
api,https://github.com/comet-ml/opik/blob/72628f77bade9dfb508cc22ce71362bb0e6ed132/sdks/python/src/opik/api_objects/dataset/dataset.py#L330,comet-ml__opik/insert_from_pandas,insert data
